sector_id,sector_nombre,variable_id,actividad_producto_nombre,indicador,unidad_de_medida,fuente,frecuencia_nombre,cobertura_nombre,alcance_tipo,alcance_id,alcance_nombre,indice_tiempo,valor
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2007-10-01,8.16
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2007-11-01,8.47
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2007-12-01,8.78
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2008-01-01,8.99
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2008-02-01,9.25
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2008-03-01,9.82
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2008-04-01,9.53
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2008-05-01,13.2
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2008-06-01,12.92
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2008-07-01,12.68
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2008-08-01,12.58
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2008-09-01,12.51
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2008-10-01,12.42
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2008-11-01,11.93
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2008-12-01,11.7
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2009-01-01,12.76
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2009-02-01,12.59
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2009-03-01,13.26
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2009-04-01,14.28
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2009-05-01,14.43
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2009-06-01,14.41
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2009-07-01,12.98
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2009-08-01,13.1
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2009-09-01,13.08
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2009-10-01,13.28
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2009-11-01,13.11
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2009-12-01,17.39
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2010-01-01,17.66
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2010-02-01,23.61
